iso3,country,framework,report_title,report_date,publication_url,pdf_sha256,metric,year,value,unit,pdf_page,printed_page,table_ref,definition_basis,debt_perimeter,incl_central_bank,incl_guarantees,incl_nonguaranteed_soe,domestic_fx_linked_flag,is_proxy,proxy_source,extraction_method,confidence,notes
SEN,Senegal,LIC_DSF,"Senegal: Requests for an Extended Arrangement Under the Extended Fund Facility, an Arrangement Under the Extended Credit Facility, and an Arrangement Under the Resilience and Sustainability Facility-Press Release; Staff Report; and Statement by the Executive Director for Senegal",2023-07-07,https://elibrary.imf.org/view/journals/002/2023/250/002.2023.issue-250-en.xml,4fcbce25a0bffc64999e9de10f3a6d88635433c5c248742d27c683f8ed9f2414,fx_share,2022,73.7,pct_total_debt,116,4,"Background, paragraph 6",currency,public_sector,n,y,y,unknown,n,,text,high,"TEA-878 source adjudication. Review ID 1ead4ffbe1f3342e. Decision correct_value. Visible arithmetic: No component calculation is required because paragraph 6 directly reports 73.7 percent of total public-sector debt.. Evidence: PDF page 116, paragraph 6, directly states that the share of external debt fell to 73.7 percent in 2022. | PDF page 114 states that the DSA uses a currency-based definition of external and domestic debt, making the 73.7 percent observation a direct FX share rather than a proxy. | PDF page 114 defines public-debt coverage as public and publicly guaranteed debt held by central government, para-public entities, and state-owned enterprises; it reports consolidated public debt of 76.6 percent of GDP in 2022. | PDF page 132 independently labels the external DSA definition currency-based and states that the currency and residency criteria differ materially. | PDF page 69 discusses valuation effects of foreign-currency debt but does not provide a stock share, while PDF page 107 concerns program definitions for new external debt and arrears; neither replaces the direct paragraph-6 observation. | Paragraph 6 directly states that external debt was 73.7 percent of total public-sector debt in 2022. The DSA explicitly uses a currency-based definition and a consolidated public-sector perimeter including para-public entities and SOEs."
SGP,Singapore,MAC_SRDSF,Singapore: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Singapore,2025-07-01,https://elibrary.imf.org/view/journals/002/2025/192/002.2025.issue-192-en.xml,6396fb1f07a865fa515bde978bb9818496189002c44278e2477838c1db160c84,fx_share,FY2024,0.0,pct_total_debt,66,61,Annex VI. Table 3. Singapore: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,central_government,n,unknown,n,n,n,,figure,medium,"TEA-878 source adjudication. Review ID 1c8d6090191d520c. Decision correct_value. Visible arithmetic: At end-FY2024, foreign-currency debt is exactly 0.0 percent of GDP and total central-government debt is 173 percent of GDP; 100 x 0.0 / 173 = 0.0 percent of total debt.. Evidence: PDF page 66 (printed page 61) explicitly labels the selected panel Debt by Currency and states: “The perimeter shown is central government.” This corrects the original model response, which labeled the carrier general government. | The page 66 commentary states that the debt-to-GDP ratio was 173 percent at end-FY2024 and that Singapore issues domestic, local-currency government securities. The canonical vector contains no positive foreign-currency layer at FY2024, and the local-linked path is also degenerate at zero. | PDF page 65 excludes the central bank and public nonfinancial corporations from baseline coverage. Its commentary also says the fiscal assumptions are based on central-government debt. | Candidate pages 7, 26, and 54 provide report, policy, or holder context; candidate page 74 discusses data adequacy. None supplies a competing currency-denomination share. | Manual source adjudication of an automatic invalid-arithmetic abstention. The canonical vector chart and direct commentary support an exact zero for end-FY2024, and the reviewed perimeter corrects the model's general-government label to the currency panel's central-government label. The zero is recorded with a +/-0.1 percentage-point figure tolerance; confidence remains medium, and no gate was changed."
SLB,Solomon Islands,LIC_DSF,Solomon Islands: 2024 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Solomon Islands,2025-02-25,https://elibrary.imf.org/view/journals/002/2025/049/002.2025.issue-049-en.xml,d1a76659133295b0a850f5710a55beffb44797f58dc7a6c9f1f416b4e34fa13b,fx_share,2023,57.6,pct_total_debt,60,3,"Text Figure 1. Solomon Islands: Public Debt Composition, 2017–2023",currency,central_government,y,y,n,unknown,n,,figure,medium,"TEA-878 source adjudication. Review ID 9117524b51dab1ce. Decision correct_value. Visible arithmetic: 11.7 / 20.3 x 100 = 57.635 percent, rounded to 57.6 percent.. Evidence: PDF page 60, Text Figure 1, labels the public-debt composition as 'in foreign currency' and 'in domestic currency' through 2023. | The surrounding page-60 text reports end-2023 external PPG debt of 11.7 percent of GDP and total public debt of 20.3 percent of GDP. | PDF page 59 says the DSA uses a residency definition but that there is no material difference from the currency-based definition; it defines coverage as central-government debt, central-government-guaranteed debt, and central-bank debt borrowed on behalf of government, and explicitly excludes non-guaranteed SOE debt. | PDF page 61 reports 2023 creditor shares of 47.1 percent multilateral, 10.7 percent bilateral, and 42.2 percent government securities; separately rounded creditor shares are consistent with the approximately 57.6 percent foreign-currency component. | PDF pages 69 and 70 corroborate the 2023 external and total GDP components and the no-material-difference statement. PDF page 26 is a broader fiscal-indicators chart, and page 38 concerns capital and financial-account flows rather than public-debt currency composition. | Text Figure 1 explicitly decomposes 2023 public debt into foreign-currency and domestic-currency components. The surrounding text reports the foreign-currency-equivalent component at 11.7 percent of GDP and total public debt at 20.3 percent of GDP, yielding 57.6 percent. Confidence is medium because the currency labeling is carried by a figure."
SLE,Sierra Leone,LIC_DSF,"Sierra Leone: First and Second Reviews Under the Extended Credit Facility Arrangement, Request for Waivers of Nonobservance of Performance Criteria-Press Release; and Statement by the Executive Director for Sierra Leone",2026-02-13,https://elibrary.imf.org/view/journals/002/2026/040/002.2026.issue-040-en.xml,9223b938e3f841ab3fd1d0c6ba55ff296fc62e196f31cc11b4101b32a5b8f84b,fx_share,2024,61.1,pct_total_debt,38,33,"Table 9. Sierra Leone: Decomposition of Public Debt and Debt Service by Creditor, 2023–25",residency,general_government,y,y,n,unknown,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID bc6bb6bd5e6dcb21. Decision correct_value. Visible arithmetic: 1,977 / 3,238 x 100 = 61.056 percent, rounded to the table's directly reported 61.1 percent. The rounded DSA GDP components, 28.5 / 46.7, produce 61.0 and are not preferred over the direct stock share.. Evidence: PDF page 38, Table 9, reports 2024 total debt of US$3,238 million and external debt of US$1,977 million, with external debt directly shown as 61.1 percent of total debt. | PDF page 85 states that the debt stock is on a residency basis and its coverage matrix marks central government, social security, guarantees, and central-bank borrowing on behalf of government, while non-guaranteed SOE debt is unmarked. | PDF page 86 states that approximately 61 percent of total PPG debt is external and that the remaining 39 percent is domestic. | PDF pages 103 and 104 label external/domestic debt residency-based and state that the criteria do not differ materially. Table 2 reports rounded 2024 GDP components of 28.5 external and 46.7 total. | PDF page 90 discusses financing assumptions, and PDF page 9 is the report's tables listing; neither supplies a competing historical currency share. | Table 9 directly reports 2024 external debt at 61.1 percent of total debt, supported by the stock ratio. The DSA is residency-based, so the share is retained only as a proxy. Social-security-fund coverage makes the base perimeter general government."
SLV,El Salvador,MAC_SRDSF,"El Salvador: 2025 Article IV Consultation, First Review Under the Extended Fund Facility, and Request for Waivers of Nonobservance of Performance Criteria, and Modification of Performance Criteria-Press Release; Staff Report; and Statement by the Executive Director for El Salvador",2025-07-01,https://elibrary.imf.org/view/journals/002/2025/190/002.2025.issue-190-en.xml,74e73b326ace63fb61cd7082e74afd8ca79cbdaccead3f4f333f8b840817d766,fx_share,2024,0.0,pct_total_debt,79,72,Figure 3. El Salvador: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,nfps,n,unknown,y,n,n,,figure,medium,"TEA-878 source adjudication. Review ID d64b80695499c359. Decision correct_value. Visible arithmetic: At 2024, foreign-currency debt is exactly 0.0 percent of GDP and the NFPS currency-chart total is positive at about 87 percent of GDP; 100 x 0.0 / positive total = 0.0 percent of total debt.. Evidence: PDF page 79 (printed page 72) is an explicit Debt by Currency chart and says its perimeter is the nonfinancial public sector. The 2024 actual stack is positive and entirely in the local-currency vector layer; no positive foreign-currency or local-linked layer is encoded. | PDF page 78 selects NFPS coverage. It includes public nonfinancial corporations and excludes the central bank; guarantees are not established by the visible coverage fields. | Candidate page 66 is an external-sector table. It was rejected as a substitute because external debt is not equivalent to the DSA currency-denomination measure. | Candidate pages 4 and 5 provide report and introductory context. El Salvador's dollarized context does not override the explicit classifications used by the selected DSA carrier. | Manual source adjudication of an automatic invalid-arithmetic abstention. The canonical vector currency carrier supports an exact zero at the 2024 actual point; the source's dollarized setting does not justify replacing its local-currency classification with external-debt evidence. The zero is recorded with a +/-0.1 percentage-point figure tolerance; confidence remains medium, and no gate was changed."
SMR,San Marino,MAC_SRDSF,Republic of San Marino: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for the Republic of San Marino,2025-11-01,https://elibrary.imf.org/view/journals/002/2025/312/002.2025.issue-312-en.xml,96ed4bcd44990c1a4a6ec9487f75755783efcee9eca43e4b4e55ea6a38e5e59a,fx_share,2024,0.0,pct_total_debt,62,56,"Annex VI. Figure 2, “Republic of San Marino: Public Debt Structure Indicators” — Debt by Currency",currency,central_government,n,unknown,n,n,n,,figure,medium,"TEA-878 source adjudication. Review ID c45a81d7ba773531. Decision correct_value. Visible arithmetic: At 2024, foreign-currency debt is 0.0 percent of GDP and official central-government debt is 62.4 percent of GDP; 100 x 0.0 / 62.4 = 0.0 percent of total debt.. Evidence: PDF page 62 (printed page 56) explicitly labels the selected carrier Debt by Currency and states that its perimeter is central government. The 2024 actual stack has a positive local-currency layer and degenerate zero foreign-currency and local-linked layers. | Candidate page 6 reports 2024 Government debt (official) of 62.4 percent of GDP and defines it as central-government debt, matching the selected carrier's perimeter and endpoint. | PDF page 61 excludes the central bank and public nonfinancial corporations from the baseline coverage. It also states that non-central-government entities are insignificant for the selected central-government coverage. | Candidate page 8 is the contents page and candidate page 10 is macro-fiscal narrative context; neither provides a competing currency measure. | Manual source adjudication of an automatic invalid-arithmetic abstention. The canonical vector chart proves an exact zero foreign-currency component in 2024, and the exact central-government total is reported separately on page 6. The zero is recorded with a +/-0.1 percentage-point figure tolerance; confidence remains medium, and no gate was changed."
SOM,Somalia,LIC_DSF,Somalia: Fourth Review Under the Extended Credit Facility Arrangement and Request for Augmentation of Access-Press Release; Staff Report; and Statement by the Executive Director for Somalia,2025-12-16,https://elibrary.imf.org/view/journals/002/2025/335/002.2025.issue-335-en.xml,c0543d377aa058a02d7a68c879b887af570481b208adbadfa6f8832e80a59c86,fx_share,2024,93.9,pct_total_debt,44,40,"Table 13. Somalia: Decomposition of Public Debt and Debt Service by Creditor, 2024–2027",residency,public_sector,y,y,y,unknown,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID eeedd2b0894421dd. Decision correct_value. Visible arithmetic: 1,049.3 / 1,117.2 x 100 = 93.922 percent, which rounds to the table's directly reported 93.9 percent. The rounded GDP components, 8.6 / 9.2, would produce 93.5 and are not used over the direct stock share.. Evidence: PDF page 44, Table 13, reports end-2024 total public debt of US$1,117.2 million and external debt of US$1,049.3 million; the table directly reports external debt as 93.9 percent of total debt. | PDF page 86 states that the public-debt perimeter comprises central government and central bank, defines external debt on a residency basis, and reports no current government-guaranteed debt or known SOE liabilities. Its coverage matrix nevertheless marks guarantees and non-guaranteed SOE debt as formally covered. | PDF page 94, Table 2, reports 2024 public-sector debt of 9.2 percent of GDP and external debt of 8.6 percent, labels the definition residency-based, and footnote 1 identifies coverage as central government, central bank, government-guaranteed debt, and non-guaranteed SOE debt. | PDF page 101 repeats the creditor decomposition and supports the same 93.9 percent stock share. PDF pages 7, 27, and 93 contain the tables listing, fiscal operations, and external DSA context; none provides a competing direct currency share. | Table 13 directly reports the end-2024 external share as 93.9 percent of total public debt. The DSA defines external debt on a residency basis, so the value is retained only as an explicit proxy. The formal coverage matrix includes central government, central bank, government-guaranteed debt, and non-guaranteed SOE debt, although the narrative reports no current guaranteed debt or known SOE liabilities."
SRB,Serbia,MAC_SRDSF,Republic of Serbia: Third Review Under the Policy Coordination Instrument; Press Release and Staff Report,2026-06-01,https://elibrary.imf.org/view/journals/002/2026/138/002.2026.issue-138-en.xml,5a8a0f56900f0a58c6c4fc31ff1fa7c6478cef4c3739e5c158ee5283b8325514,fx_share,2025,76.7,pct_total_debt,56,51,Annex III. Figure 3. Serbia: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,general_government,unknown,unknown,unknown,y,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=6c19b36947a40cfc03e4ae919e63ef8d5563070c38669f3a4bc03220f6e28a8a. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/SRB.json. The top chart explicitly decomposes debt by currency into “Foreign currency,” “Local currency,” and “Local-linked,” establishing a currency basis. | The chart’s note states: “The perimeter shown is general government.” | The projection marker begins after the 2025 observation, so 2025 is the latest visibly historical, non-projected year. | At 2025, the foreign-currency area is approximately 33 percent of GDP and the full stacked debt area is approximately 43 percent of GDP, read against the chart’s 10-percentage-point vertical scale. | Visible arithmetic implies an approximate FX share of 33.0 / 43.0 × 100 ≈ 76.7 percent; components are returned because the figure does not print an exact share. | The legend includes a distinct “Local-linked” category, so domestic FX-linked debt is visibly recognized, although its amount is very small or zero in the displayed years."
SSD,South Sudan,LIC_DSF,"Republic of South Sudan: 2023 Article IV Consultation, and First and Second Reviews under the Staff-Monitored Program with Board Involvement-Press Release; Staff Report; and Statement by the Executive Director for Republic of South Sudan",2024-06-10,https://elibrary.imf.org/view/journals/002/2024/160/002.2024.issue-160-en.xml,9d6a548e6f5c7034e18b24c5a9dc65c3faca093d962141580ae58e6807a7d0e2,fx_share,FY2022/23 (end-June 2023),67.9,pct_total_debt,89,3,"Text Table 2. Republic of South Sudan: Decomposition of Public Debt by Creditor, FY 22/23–FY 24/25",currency,central_government,y,y,n,unknown,n,,table,high,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=1fa1eb4bc07f95b77594f068659d0f3a9ff2ef56c147b5b9119f97474b362161. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/SSD.json. Candidate 6, PDF page 89, Text Table 2 reports FY2022/23 Total debt of US$3,722.9 million, 100.0 percent of total debt, and 51.2 percent of GDP. | The same table reports the parent row External at US$2,528.6 million, 67.9 percent of total debt, and 34.8 percent of GDP. Thus the visible direct share is 67.9%; the components also verify it: 34.8 / 51.2 × 100 ≈ 68.0%, with the small difference explained by displayed rounding. | Candidate 5, PDF page 88 explicitly states: 'External debt is defined using the currency criterion.' Therefore the External share is a direct currency-based FX share, not a proxy. | Candidate 5's DSA coverage table marks Central government and Central bank, and states the country's coverage as 'The central government, central bank.' This supports debt_perimeter=central_government and incl_central_bank=y. | Candidate 5 states that SOEs are omitted because information about SOE debt and government guarantees is incomplete or unavailable, supporting incl_nonguaranteed_soe=n. | Candidate 6 footnote 4 states that guaranteed debt is included in public debt, supporting incl_guarantees=y."
STP,São Tomé and Príncipe,LIC_DSF,"Republic of São Tomé and Príncipe: Second Review Under the Extended Credit Facility Arrangement, Requests for Waivers of Nonobservance of Performance Criteria, Modification of Performance Criteria, Extension and Augmentation of the Arrangement, and Financing Assurances Review-Press Release; Staff Report; and Statement by the Executive Director for the Republic of São Tomé and Príncipe",2025-12-23,https://elibrary.imf.org/view/journals/002/2025/347/002.2025.issue-347-en.xml,8383b1a5fc4a005a4d95092b9c52c362a74c8a2a208a0303eacd1eb413d56531,fx_share,2024,53.1,pct_total_debt,81,5,"Text Table 3. São Tomé and Príncipe: Decomposition of Public Debt and Debt Service by Creditor, 2023–26",residency,central_government,y,y,n,y,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID c8f0ef75412a5e27. Decision correct_value. Visible arithmetic: 286.8 / 540.3 x 100 = 53.082 percent, which rounds to the table's directly reported 53.1 percent. The rounded GDP components, 34.6 / 65.2, also round to 53.1 but are secondary to the direct stock share.. Evidence: PDF page 81, Text Table 3, reports 2024 total PPG debt of US$540.3 million and external debt of US$286.8 million, with external debt directly shown as 53.1 percent of total debt. | PDF page 79 states that the DSA covers central government, central bank, and EMAE debt, applies a residency-based external-debt definition, and includes guarantees while leaving non-guaranteed SOE debt outside baseline coverage. | PDF page 79 also states that using the currency criterion would yield significantly different results because EMAE debt and arrears to ENCO are denominated in USD but classified as domestic debt under residency. | PDF page 88 confirms that EMAE arrears to ENCO are denominated in foreign currency and discusses the resulting currency risk; it does not disclose a complete currency-denomination share. | PDF page 97, Table 2, reports rounded 2024 GDP shares of 65.2 total and 34.6 external and labels the definition residency-based. PDF pages 7 and 29 are economic-indicator tables and do not provide a competing public-debt currency share. | Text Table 3 directly reports the 2024 external share as 53.1 percent of total PPG debt. The DSA is residency-based, so this is only a proxy. The report explicitly says EMAE debt and arrears to ENCO are USD-denominated but classified as domestic; domestic FX-linked debt is therefore present and the proxy understates the currency-based share."
SUR,Suriname,MAC_SRDSF,Suriname: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Suriname,2026-02-01,https://elibrary.imf.org/view/journals/002/2026/037/002.2026.issue-037-en.xml,68806205289672ccbceb091166b92cb2f6f7169f5519ce707a7395e5e0e467cc,fx_share,2024,87.5,pct_total_debt,46,41,Annex III. Figure 3a. Suriname: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,central_government,n,unknown,n,n,n,,text,high,"TEA-878 source adjudication. Review ID 1ac88577168e87a2. Decision correct_value. Visible arithmetic: 77 percent of GDP foreign-exchange debt / 88 percent of GDP total public debt x 100 = 87.5 percent of total debt. Both numerator and denominator are directly stated for end-2024 in the same figure commentary and share the central-government DSA perimeter established on the preceding page.. Evidence: PDF pages 4, 5, and 6 establish the Suriname report identity and distinguish selected central-government and external-debt indicators from the DSA currency carrier. | PDF pages 32 and 33 contain balance-of-payments and external-sector data; these are incompatible with the requested public-debt currency share and are not substituted. | Additional canonical PDF page 45, printed page 40, is Annex III Figure 2, Debt Coverage and Disclosures. It selects CG, includes only budgetary central government, excludes the central bank and public corporations, and states that Suriname's public debt in the DSA covers only central-government debt. | PDF page 46, printed page 41, is Annex III Figure 3a. Its top panel is directly labeled Debt by Currency and separates foreign from local currency. Its commentary directly states that end-2024 public debt was 88 percent of GDP and foreign-exchange debt was 77 percent of GDP. | PDF page 47 decomposes debt by creditor and reports external debt; it is not treated as equivalent to the direct currency measure. PDF page 57 is external-sector material and likewise is not substituted. | The report title, Suriname country label, MAC SRDSF annex, 2024 historical year, named currency carrier, central-government perimeter, and arithmetic are all visible in the hash-verified canonical source and page-pinned provenance. | The figure commentary directly reports end-2024 foreign-exchange debt and total public debt in percent of GDP. The immediately preceding DSA coverage page supplies the missing central-government perimeter. The value is direct currency evidence and does not use external debt, creditor location, governing law, or IDS as an equivalent measure."
SVK,Slovak Republic,MAC_SRDSF,Slovak Republic: 2026 Article IV Consultation-Press Release; and Staff Report,2026-03-01,https://elibrary.imf.org/view/journals/002/2026/065/002.2026.issue-065-en.xml,8d4c359085baeb40d86bebd309083fd0331de14ef42176ecece5157860af3ea2,fx_share,2024,5.1,pct_total_debt,48,43,"Annex III, Figure 3 — Debt by Currency (Percent of GDP)",currency,public_sector,unknown,unknown,unknown,unknown,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=9b4071b4d6a370f02ec588bdd4715dcaa00a9de4b77d6c7574083e4f2c400a00. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/SVK.json. Candidate 4, PDF page 48 (printed page 43), shows “Debt by Currency (Percent of GDP)” with separate legend entries for foreign currency, local currency, and local-linked debt, establishing a currency basis. | The panel note states: “The perimeter shown is consolidated public sector,” establishing debt_perimeter=public_sector. | The projection indicator begins with 2025, making 2024 the latest visible historical actual year. | At 2024, the stacked total is approximately 59 percent of GDP and the thin foreign-currency component is approximately 3 percent of GDP, read against the chart’s 20-percentage-point vertical scale. | Visible arithmetic gives an implied FX share of approximately 3 / 59 × 100 = 5.1 percent of total debt. The direct-share field is null because the figure supplies GDP components for pipeline calculation. | The values are visual estimates from an unlabeled figure, so confidence is below high."
SVN,Slovenia,MAC_SRDSF,Republic of Slovenia: 2025 Article IV Consultation-Press Release; and Staff Report,2026-01-01,https://elibrary.imf.org/view/journals/002/2026/015/002.2026.issue-015-en.xml,a3a59da7167ce4675d1f2dd6533fdd3742d6fff521fc83e068f01376c517d112,fx_share,2024,3.8,pct_total_debt,50,44,Annex IV. Figure 3. Public Debt Structure Indicators — Debt by currency (Percent of GDP),currency,general_government,unknown,unknown,unknown,y,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=a87569cc433b29547bbd407ce9b9ef7616b5d3f8165ba312fa87605d527d8c4d. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/SVN.json. The top panel is explicitly titled “Debt by currency (Percent of GDP)” and its legend distinguishes Foreign currency, Local currency, and Local-linked, establishing a currency basis. | The note directly below the panel states: “The perimeter shown is general government.” | The latest historical point before the projection period is 2024; the projection segment begins after that observation. | At the 2024 endpoint, the chart shows total debt at approximately 66 percent of GDP and the thin foreign-currency band at approximately 2.5 percent of GDP. These are visual figure estimates rather than printed labels. | The implied arithmetic is approximately 2.5 / 66 × 100 = 3.8 percent. The direct-share field is null because the page supplies GDP components and the pipeline will compute the share."
SWE,Sweden,MAC_SRDSF,Sweden: 2023 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Sweden,2023-03-01,https://elibrary.imf.org/view/journals/002/2023/111/002.2023.issue-111-en.xml,dbf8e76285512f4ec78bc75998cb699fb923c29aed7d0c303dae7e9527e771b7,fx_share,2022,12.9,pct_total_debt,32,27,Annex I. Figure 3. Public Debt Structure Indicators — Debt by Currency,currency,general_government,unknown,unknown,unknown,unknown,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=13ac4cbb262ac1e041a0e6a6d286a8b35588c7175c14276e883891cf4a373c4f. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/SWE.json. The upper chart is explicitly labeled “Debt by Currency (Percent of GDP)” and separates “Foreign currency” from “Local currency.” | The coverage note directly below the chart states: “The perimeter shown is general government.” | The projection marker begins after the 2022 actual observation; therefore 2022 is the latest visibly historical year. | At 2022, the stacked chart visibly indicates foreign-currency debt of approximately 4 percent of GDP and total debt of approximately 31 percent of GDP. | Visible arithmetic: 4 ÷ 31 × 100 ≈ 12.9 percent of total debt. This is a currency-based FX share, not a residency or governing-law proxy."
SWZ,Swaziland,MAC_SRDSF,Kingdom of Eswatini: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Kingdom of Eswatini,2025-09-01,https://elibrary.imf.org/view/journals/002/2025/279/002.2025.issue-279-en.xml,f70682c990adc3022185311c2454e3ed0cc30749a9493e02e19dc58ba6347188,fx_share,FY2024/25,44.0,pct_total_debt,19,14,Figure 3. Eswatini: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,central_government,n,n,n,n,n,,text,high,"TEA-878 source adjudication. Review ID 878867e5b6884228. Decision confirm_value. Visible arithmetic: No reconstruction is required: the source directly states foreign-currency debt as 44 percent of total debt for FY2024/25.. Evidence: PDF pages 4, 8, and 11 establish the Kingdom of Eswatini report identity and context. ISO3 SWZ matches the queue's legacy Swaziland label. | PDF page 19, printed page 14, paragraph 24 directly states that the foreign-currency share rises from 44 percent of total debt in FY2024/25 to a projected 49 percent in FY2025/26. The reviewed observation is the non-projected FY2024/25 value. | PDF page 48, printed page 43, Figure 3 names the Debt by Currency carrier and states that all figures refer to budgetary central government; its top panel separates only foreign and local currency. | PDF page 57 discusses public-debt financing and external markets, while PDF page 65 is reserve-adequacy material; neither provides a later direct total-debt currency share. | No IDS statistic is used, and the external-debt commentary on PDF page 48 is not treated as equivalent to the direct foreign-currency share. | Paragraph 24 directly states the FY2024/25 foreign-currency share as 44 percent of total debt. Figure 3 supplies the named currency carrier and identifies the scope as budgetary central government. The queue's legacy country label Swaziland is identity-compatible with the report's current name, Eswatini, under ISO3 SWZ."
SYC,Seychelles,MAC_SRDSF,"Seychelles: 2026 Article IV Consultation, Fifth and Sixth Reviews Under the Arrangement Under the Extended Fund Facility and the Arrangement Under the Resilience and Sustainability Facility, and Request for a Waiver for Nonobservance of a Performance Criterion-Press Release; Staff Report; and Statement by the Executive Director for Seychelles",2026-06-01,https://elibrary.imf.org/view/journals/002/2026/122/002.2026.issue-122-en.xml,7fb12f4c1d79ff16ce4eec9e6734fb9b3e1d07f12c3dd3016b9bbb90036f4eac,fx_share,2025,54.0,pct_total_debt,25,18,Annex V. Figure 2. Seychelles: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,general_government,n,y,n,unknown,n,,text,medium,"TEA-878 source adjudication. Review ID 5d9d75778b6c4f51. Decision correct_value. Visible arithmetic: No reconstruction is required because PDF page 25 directly states the end-2025 share as 54 percent of total debt. As a visual reasonableness check only, Figure 2 shows roughly 29 percent of GDP foreign-currency debt against 53.6 percent of GDP total debt at the 2025 historical endpoint, consistent with about 54 percent. The creditor-table calculation 649 / 1,164 = 55.8 percent is not used because that table excludes guarantees from the debt stock and therefore has a different perimeter.. Evidence: PDF pages 3, 7, 8, and 11 establish the Seychelles report identity, publication context, and selected debt indicators; none provides a competing currency share. | PDF page 25, printed page 18, reports gross public debt of 53.6 percent of GDP at end-2025 and directly states that external debt represented 54 percent of total debt at end-2025. | PDF pages 40 and 42 contain external-sector and Fund-credit data rather than a public-debt currency-share carrier and are not substituted. | PDF page 51, printed page 44, Table 9 reports a 55.8-percent creditor-classified external share but says domestic and external guarantees are memo items. That value does not match the DSA debt perimeter and is explicitly excluded from the reviewed result. | Additional canonical PDF page 61, printed page 54, is Annex V Figure 1, Debt Coverage and Disclosures. It selects general government, includes budgetary central government and social security funds, excludes the central bank and public corporations, and states that government guarantees are included in the debt coverage. | Additional canonical PDF page 62, printed page 55, is Annex V Figure 2, Public Debt Structure Indicators. Its top panel is directly labeled Debt by Currency, separates foreign currency, local currency, and local-linked debt, identifies 2025 as the last historical point before projection, and states that the perimeter is general government. | The Figure 2 commentary discusses the share of foreign debt in the same public-debt structure context as the currency panel, corroborating that the end-2025 54-percent statement is the report's foreign-currency share rather than an IDS or governing-law statistic. | Paragraph 31 directly reports the end-2025 share as 54 percent of total debt. The DSA annex supplies the required general-government coverage and a direct Debt by Currency carrier whose 2025 historical endpoint and commentary corroborate the reported share. Confidence remains medium because the exact 54-percent text uses the report's 'external debt' wording while the adjacent DSA figure supplies the currency denomination basis graphically. The separate 55.8-percent creditor-table value is not used."
